no,agency,corp_name,year,designation_type,industry,ghg_tco2eq,energy_tj,verifier,remark
64,환경부,(주)베르상스퍼시픽,2022,사업장,유리 및 유리제품 제조업,30607.0,514.0,한국표준협회,
65,환경부,(주)벽산,2022,사업장,유리 및 유리제품 제조업,94360.0,1719.0,한국표준협회,
66,환경부,(주)보림씨에스,2022,업체,폐기물,60816.0,23.0,(재)한국품질재단,
67,산업통상자원부,(주)부산도시가스,2022,사업장,집단에너지,59177.0,389.0,(주)한국경영인증원,
68,산업통상자원부,(주)브이샘 인천공장,2022,사업장,시멘트,15490.0,303.0,한국표준협회,
69,산업통상자원부,(주)비에이치,2022,사업장,전기전자,17646.0,368.0,한국표준협회,
70,산업통상자원부,(주)비엠금속,2022,사업장,철강,17324.0,321.0,(주)한국경영인증원,
71,농림축산식품부,(주)빙그레,2022,업체,식료품 제조업,59514.0,1204.0,(주)한국경영인증원,
72,환경부,(주)삼동,2022,사업장,절연선 및 케이블 제조업,44165.0,914.0,한국표준협회,
73,국토교통부,(주)삼우에프앤지,2022,사업장,교통(화물),21050.0,356.0,한국표준협회,
74,환경부,(주)삼원강재,2022,사업장,자동차 신품 부품 제조업,34165.0,693.0,(재)한국품질재단,
75,환경부,(주)삼천리,2022,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",75703.0,1301.0,한국가스안전공사,
76,환경부,(주)삼표산업,2022,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",107062.0,1854.0,(재)한국품질재단,
77,환경부,(주)삼현,2022,사업장,"내화, 비내화 요업제품 제조업",21809.0,389.0,한국표준협회,
78,국토교통부,(주)삼화고속,2022,사업장,교통(여객),10769.0,154.0,(주)한국경영인증원,
79,환경부,(주)상공에너지,2022,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",9434.0,1495.0,㈜한국품질보증원,
80,농림축산식품부,(주)샤니,2022,사업장,식료품 제조업,36659.0,747.0,(주)비에스아이그룹코리아,
81,산업통상자원부,(주)서원,2022,사업장,비철금속,14245.0,294.0,한국가스안전공사,
82,산업통상자원부,(주)서진캠 아산공장,2022,사업장,자동차,12824.0,267.0,(주)한국경영인증원,
83,산업통상자원부,(주)서진캠 평택공장,2022,사업장,자동차,12908.0,269.0,(주)한국경영인증원,
84,환경부,(주)서흥,2022,사업장,기타 식품 제조업,37405.0,771.0,한국표준협회,
85,산업통상자원부,(주)선일다이파스,2022,사업장,기계,22040.0,454.0,(주)한국경영인증원,
86,환경부,(주)선진운수,2022,사업장,육상 여객 운송업,27793.0,520.0,(재)한국품질재단,
87,산업통상자원부,(주)성신미네필드,2022,사업장,시멘트,20038.0,395.0,한국표준협회,
88,산업통상자원부,(주)성호금속,2022,사업장,철강,17220.0,313.0,(주)한국경영인증원,
89,환경부,(주)성호금속 경주2공장,2022,사업장,금속 주조업,28328.0,511.0,(주)한국경영인증원,
90,산업통상자원부,(주)성호기업,2022,사업장,철강,14356.0,281.0,(주)한국경영인증원,
91,환경부,(주)세아씨엠,2022,사업장,1차 철강 제조업,62897.0,1277.0,한국표준협회,
92,국토교통부,(주)세아엘앤에스,2022,사업장,교통(화물),16244.0,239.0,한국표준협회,
93,환경부,(주)세아제강,2022,사업장,1차 철강 제조업,58090.0,1196.0,한국표준협회,
94,환경부,(주)세아특수강,2022,사업장,1차 철강 제조업,54166.0,1067.0,한국표준협회,
95,농림축산식품부,(주)세우,2022,사업장,식료품 제조업,17815.0,361.0,(재)한국품질재단,
96,환경부,(주)세주,2022,사업장,해상 운송업,29846.0,410.0,㈜디엔브이비즈니스어슈어런스코리아,
97,국토교통부,(주)시흥교통,2022,사업장,교통(여객),22620.0,408.0,한국표준협회,
98,환경부,(주)신동,2022,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",83528.0,275.0,한국표준협회,
99,환경부,(주)신세계,2022,업체,종합 소매업,123212.0,2561.0,(주)한국경영인증원,
100,환경부,(주)신승에너지,2022,사업장,폐기물 처리업,82534.0,359.0,(재)한국품질재단,
101,산업통상자원부,(주)신안주철,2022,사업장,철강,16455.0,310.0,한국표준협회,
102,농림축산식품부,(주)신영포르투,2022,사업장,목재,31188.0,989.0,(재)한국품질재단,
103,산업통상자원부,(주)신우금속,2022,사업장,철강,16834.0,291.0,(재)한국품질재단,
104,산업통상자원부,(주)신한중공업,2022,사업장,조선,12925.0,216.0,㈜한국품질보증원,
105,환경부,(주)쌍용씨앤비,2022,사업장,"펄프, 종이 및 판지 제조업",63815.0,1217.0,(주)한국경영인증원,
106,환경부,(주)씨텍,2022,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",792420.0,10862.0,(주)비에스아이그룹코리아,
107,환경부,(주)아진피앤피,2022,사업장,"펄프, 종이 및 판지 제조업",142315.0,3443.0,지속가능인증원주식회사,
108,환경부,(주)애니테크,2022,사업장,폐기물,33922.0,204.0,대일이엔씨기술(주),
109,산업통상자원부,(주)에스에이케이,2022,사업장,유리,11457.0,235.0,(주)한국경영인증원,"""(주)에스에이씨"" 업체명 변경"
110,산업통상자원부,(주)에스제이금속,2022,사업장,철강,19859.0,349.0,(재)한국품질재단,
111,환경부,(주)에스파워,2022,업체,전기업,1787646.0,35412.0,(재)한국품질재단,
112,환경부,(주)에스피환경,2022,사업장,폐기물,72938.0,505.0,㈜한국품질보증원,
113,해양수산부,(주)에이치해운,2022,사업장,교통(해운),18112.0,256.0,한국표준협회,
114,환경부,(주)에이티에너지,2022,사업장,폐기물,29982.0,17.0,(재)한국화학융합시험연구원,
115,환경부,(주)에코비트그린,2022,업체,폐기물,182006.0,61.0,한국표준협회,
116,환경부,(주)에코비트에너지세종,2022,사업장,폐기물 처리업,60954.0,424.0,한국표준협회,
117,환경부,(주)에코비트에너지청원,2022,업체,폐기물,42255.0,1.0,(재)한국품질재단,
118,산업통상자원부,(주)에코프로머티리얼즈,2022,사업장,전기전자,45884.0,935.0,(주)한국경영인증원,"""에코프로지이엠"" 업체명 변경"
119,산업통상자원부,(주)에코프로비엠,2022,사업장,전기전자,122737.0,2562.0,(주)한국경영인증원,
120,환경부,(주)엔아이티,2022,업체,폐기물 처리업,149040.0,495.0,㈜한국품질보증원,
121,환경부,(주)엔이티,2022,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",46133.0,541.0,한국표준협회,
122,환경부,(주)엘엑스판토스,2022,사업장,도로 화물 운송업,45540.0,557.0,㈜디엔브이비즈니스어슈어런스코리아,
123,산업통상자원부,(주)엘지생활건강,2022,사업장,석유화학,52650.0,1153.0,(재)한국품질재단,
124,환경부,(주)엘지씨엔에스,2022,업체,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",134043.0,2850.0,대일이엔씨기술(주),
125,환경부,(주)영신물산,2022,사업장,"섬유제품 염색, 정리 및 마무리 가공업",28747.0,223.0,한국표준협회,
126,환경부,(주)오뚜기,2022,사업장,기타 식품 제조업,89065.0,1801.0,한국표준협회,
127,환경부,(주)오리온,2022,사업장,기타 식품 제조업,67703.0,1370.0,한국표준협회,
128,환경부,(주)오미아코리아,2022,사업장,기초 화학물질 제조업,58420.0,1195.0,㈜디엔브이비즈니스어슈어런스코리아,
129,산업통상자원부,(주)오영,2022,사업장,석유화학,13886.0,298.0,(재)한국품질재단,
130,환경부,(주)온셀텍,2022,사업장,전자 부품 제조업,26701.0,556.0,한국표준협회,
131,농림축산식품부,(주)올품,2022,사업장,식료품 제조업,22807.0,464.0,한국표준협회,
132,환경부,(주)와이에스텍,2022,업체,폐기물,130496.0,29.0,(재)한국품질재단,
133,환경부,(주)와이엔텍,2022,업체,폐기물,154121.0,120.0,(재)한국품질재단,
134,산업통상자원부,(주)와이엠,2022,사업장,기계,16854.0,347.0,(재)한국품질재단,
135,환경부,(주)우룡,2022,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",164173.0,659.0,(주)한국경영인증원,
136,산업통상자원부,(주)우신금속,2022,사업장,비철금속,21080.0,331.0,(재)한국품질재단,
137,산업통상자원부,(주)원익아이피에스,2022,사업장,기계,25105.0,499.0,한국표준협회,
138,환경부,(주)유니온,2022,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",153644.0,1301.0,한국표준협회,
139,환경부,(주)유성티엔에스,2022,사업장,도로 화물 운송업,31436.0,457.0,(주)한국경영인증원,
140,환경부,(주)유진로지스틱스,2022,사업장,도로 화물 운송업,28881.0,417.0,(재)한국품질재단,
141,산업통상자원부,(주)유한화학,2022,사업장,석유화학,19440.0,357.0,(주)한국경영인증원,
142,산업통상자원부,(주)이녹스첨단소재,2022,사업장,전기전자,27554.0,511.0,(재)한국품질재단,
143,환경부,(주)이마트,2022,업체,종합 소매업,541669.0,11350.0,한국표준협회,
144,환경부,(주)이수페타시스,2022,사업장,전자 부품 제조업,41275.0,741.0,(주)한국경영인증원,
145,환경부,(주)이수화학,2022,업체,기초 화학물질 제조업,235526.0,4193.0,한국표준협회,
146,환경부,(주)이스타항공,2022,업체,항공 여객 운송업,5234.0,76.0,(주)한국경영인증원,
147,환경부,(주)이알지서비스,2022,사업장,폐기물 처리업,78927.0,103.0,(재)한국화학융합시험연구원,
148,환경부,(주)이앤컴퍼니,2022,사업장,폐기물,42275.0,22.0,㈜한국품질보증원,
149,환경부,(주)이에스티,2022,업체,폐기물,83041.0,10.0,(재)한국품질재단,
150,산업통상자원부,(주)인지디스플레이,2022,사업장,자동차,19060.0,393.0,(주)한국경영인증원,
151,환경부,(주)인터플렉스,2022,사업장,전자 부품 제조업,33983.0,709.0,로이드인증원㈜,
152,환경부,(주)일진글로벌,2022,사업장,자동차 신품 부품 제조업,124130.0,2591.0,(주)한국경영인증원,
153,환경부,(주)전북고속,2022,사업장,육상 여객 운송업,13898.0,197.0,(주)한국경영인증원,
154,농림축산식품부,(주)정·식품,2022,사업장,음료제조업,19504.0,392.0,한국표준협회,
155,국토교통부,(주)제때,2022,사업장,교통(화물),19547.0,327.0,한국표준협회,
156,환경부,(주)제양항공해운,2022,사업장,해상 운송업,11944.0,165.0,한국표준협회,
157,환경부,(주)제이엠씨,2022,사업장,기초 화학물질 제조업,39251.0,890.0,(주)한국경영인증원,
158,해양수산부,(주)제주케이라인,2022,사업장,교통(해운),9503.0,129.0,㈜디엔브이비즈니스어슈어런스코리아,
159,산업통상자원부,(주)젤텍,2022,사업장,석유화학,15305.0,515.0,한국표준협회,
160,농림축산식품부,(주)조흥,2022,사업장,식료품 제조업,17073.0,318.0,한국표준협회,
161,산업통상자원부,(주)종근당,2022,사업장,석유화학,17349.0,478.0,(재)한국품질재단,
162,환경부,(주)종근당바이오,2022,사업장,기초 의약 물질 및 생물학적 제제 제조업,88465.0,1843.0,(주)한국경영인증원,
163,국토교통부,(주)중부고속,2022,사업장,교통(여객),7646.0,108.0,㈜한국품질보증원,
164,환경부,(주)중앙고속,2022,사업장,육상 여객 운송업,40955.0,585.0,(주)한국경영인증원,
165,환경부,(주)중일,2022,사업장,1차 비철금속 제조업,28355.0,297.0,한국표준협회,
166,환경부,(주)지에스동해전력,2022,업체,전기업,6064363.0,68000.0,대일이엔씨기술(주),
167,산업통상자원부,(주)지엠씨,2022,사업장,광업,14895.0,309.0,(주)한국경영인증원,
168,환경부,(주)진합,2022,사업장,자동차 신품 부품 제조업,26878.0,555.0,한국표준협회,
169,산업통상자원부,(주)진흥주물,2022,사업장,철강,38364.0,678.0,한국표준협회,
170,환경부,(주)참프레,2022,사업장,"도축, 육류 가공 및 저장 처리업",41216.0,830.0,한국표준협회,
171,환경부,(주)창원에너텍,2022,사업장,폐기물 처리업,79602.0,1007.0,(재)한국품질재단,
172,환경부,(주)천일고속,2022,사업장,육상 여객 운송업,19773.0,282.0,(주)한국경영인증원,
173,환경부,(주)청송산업개발,2022,사업장,폐기물,45297.0,640.0,(재)한국품질재단,
174,농림축산식품부,(주)체리부로,2022,사업장,식료품 제조업,14533.0,297.0,(주)한국경영인증원,
175,환경부,(주)충남고속,2022,사업장,육상 여객 운송업,21706.0,329.0,(주)한국경영인증원,
176,환경부,(주)충무화학,2022,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",148831.0,615.0,(주)한국경영인증원,
177,농림축산식품부,(주)카길애그리퓨리나,2022,사업장,식료품 제조업,22580.0,460.0,(재)한국품질재단,
178,산업통상자원부,(주)카펙발레오,2022,사업장,자동차,21212.0,427.0,한국표준협회,
179,환경부,(주)칼링크,2022,사업장,자동차 신품 부품 제조업,23147.0,470.0,지속가능인증원주식회사,
180,환경부,(주)케이비아이국인산업,2022,업체,폐기물,237956.0,157.0,(재)한국품질재단,
181,환경부,(주)케이비아이텍,2022,업체,폐기물,150326.0,193.0,(재)한국품질재단,
182,산업통상자원부,(주)케이에프엔티,2022,사업장,석유화학,19307.0,405.0,한국표준협회,
183,산업통상자원부,(주)케이원전자,2022,사업장,전기전자,20289.0,423.0,한국표준협회,
184,환경부,(주)케이이씨,2022,사업장,반도체 제조업,45661.0,623.0,㈜디엔브이비즈니스어슈어런스코리아,
185,환경부,(주)케이조선,2022,사업장,선박 및 보트 건조업,51838.0,949.0,(재)한국품질재단,
186,환경부,(주)케이티앤지,2022,사업장,담배 제조업,108541.0,2191.0,(재)한국품질재단,
187,산업통상자원부,(주)케이피텍,2022,사업장,석유화학,13643.0,284.0,㈜디엔브이비즈니스어슈어런스코리아,
188,산업통상자원부,(주)코넥,2022,사업장,자동차,30257.0,600.0,(주)한국경영인증원,
189,환경부,(주)코다코,2022,사업장,자동차 신품 부품 제조업,41251.0,844.0,(재)한국품질재단,
190,환경부,(주)코리아써키트,2022,사업장,전자 부품 제조업,121397.0,2432.0,(주)비에스아이그룹코리아,
191,국토교통부,(주)코리아와이드포항,2022,사업장,교통(여객),21269.0,404.0,(주)한국경영인증원,
192,환경부,(주)코스틸,2022,사업장,1차 철강 제조업,32558.0,655.0,(주)한국경영인증원,
193,환경부,(주)클렌코,2022,업체,폐기물 처리업,206016.0,181.0,한국표준협회,
194,산업통상자원부,(주)태상,2022,업체,기계,69333.0,1355.0,(주)한국경영인증원,
195,산업통상자원부,(주)태영열처리,2022,사업장,기계,15312.0,316.0,한국표준협회,
196,산업통상자원부,(주)태우,2022,사업장,비철금속,16969.0,330.0,한국가스안전공사,
197,환경부,(주)태웅,2022,업체,1차 철강 제조업,173961.0,3186.0,(재)한국품질재단,
198,환경부,(주)태평양금속,2022,사업장,"내화, 비내화 요업제품 제조업",40087.0,815.0,(주)한국경영인증원,
199,환경부,(주)티씨씨스틸,2022,사업장,1차 철강 제조업,36595.0,727.0,(주)한국경영인증원,
200,산업통상자원부,(주)티씨케이,2022,사업장,전기전자,35850.0,741.0,(재)한국품질재단,
201,산업통상자원부,(주)티엘비,2022,사업장,전기전자,18204.0,364.0,한국표준협회,
202,농림축산식품부,(주)파리크라상,2022,사업장,식료품 제조업,21814.0,449.0,한국표준협회,
203,국토교통부,(주)평안운수,2022,사업장,교통(여객),13794.0,237.0,(주)한국경영인증원,
204,환경부,(주)포레스코,2022,사업장,나무제품 제조업,32894.0,784.0,한국표준협회,
205,산업통상자원부,(주)풍농,2022,사업장,석유화학,19083.0,355.0,(주)한국경영인증원,
206,환경부,(주)풍정주공,2022,사업장,금속 주조업,26038.0,491.0,한국표준협회,
207,산업통상자원부,(주)퓨렉스,2022,사업장,반도체,16959.0,351.0,(재)한국품질재단,
208,산업통상자원부,(주)피엔디티,2022,사업장,자동차,18742.0,367.0,지속가능인증원주식회사,
209,산업통상자원부,(주)피제이메탈,2022,사업장,비철금속,22366.0,393.0,(재)한국품질재단,
210,환경부,(주)필맥스,2022,사업장,플라스틱 제품 제조업,23361.0,478.0,㈜한국품질보증원,
211,환경부,(주)하림,2022,사업장,"도축, 육류 가공 및 저장 처리업",98062.0,2351.0,(재)한국품질재단,
212,농림축산식품부,(주)한국인삼공사 고려인삼창,2022,사업장,식료품 제조업,37981.0,773.0,(주)한국경영인증원,
213,환경부,(주)한국특강,2022,업체,1차 철강 제조업,306638.0,5497.0,(주)한국경영인증원,
214,산업통상자원부,(주)한금,2022,사업장,철강,17816.0,383.0,한국표준협회,
215,환경부,(주)한솔케미칼,2022,사업장,기초 화학물질 제조업,154515.0,3400.0,대일이엔씨기술(주),
216,환경부,(주)한솔홈데코,2022,사업장,나무제품 제조업,55402.0,1988.0,(주)한국경영인증원,
217,산업통상자원부,(주)한양에스앤씨,2022,사업장,자동차,14335.0,274.0,(주)한국경영인증원,
218,산업통상자원부,(주)한영특수강,2022,사업장,철강,16227.0,326.0,한국표준협회,
219,국토교통부,(주)한익스프레스,2022,사업장,교통(화물),27424.0,447.0,한국표준협회,
220,환경부,(주)한일고속,2022,사업장,육상 여객 운송업,77501.0,1054.0,(주)한국경영인증원,
221,환경부,(주)한주,2022,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1094646.0,13460.0,㈜디엔브이비즈니스어슈어런스코리아,
222,환경부,(주)한진,2022,업체,도로 화물 운송업,104185.0,1630.0,한국표준협회,
223,환경부,(주)한창제지,2022,업체,"펄프, 종이 및 판지 제조업",142810.0,1888.0,한국표준협회,
224,환경부,(주)한화,2022,업체,기타 화학제품 제조업,57635.0,1119.0,㈜디엔브이비즈니스어슈어런스코리아,
225,환경부,(주)현대백화점,2022,업체,종합 소매업,168609.0,3528.0,한국표준협회,
226,환경부,(주)현대엘앤씨,2022,사업장,플라스틱 제품 제조업,39438.0,807.0,한국표준협회,
227,환경부,(주)현대케피코,2022,사업장,자동차 신품 부품 제조업,24242.0,501.0,한국생산성본부인증원(주),
228,국토교통부,(주)화성여객,2022,사업장,교통(여객),20076.0,307.0,(주)한국경영인증원,
229,산업통상자원부,(주)화승알앤에이,2022,사업장,석유화학,19649.0,403.0,한국표준협회,
230,환경부,(주)화승케미칼,2022,사업장,플라스틱 제품 제조업,28159.0,578.0,(주)한국경영인증원,
231,산업통상자원부,(주)화인베스틸,2022,사업장,철강,20509.0,375.0,(주)한국경영인증원,
232,환경부,(합)경남여객,2022,사업장,육상 여객 운송업,45450.0,730.0,한국표준협회,
233,환경부,CJ대한통운(주),2022,업체,도로 화물 운송업,228492.0,4041.0,(주)한국경영인증원,
234,환경부,CJ제일제당(주),2022,업체,"곡물 가공품, 전분 및 전분제품 제조업",427319.0,9900.0,(재)한국화학융합시험연구원,
235,국토교통부,GS건설(주),2022,업체,건설,100158.0,1912.0,한국표준협회,
236,환경부,GS파워,2022,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",2986673.0,58361.0,(재)한국품질재단,
237,환경부,HSD엔진(주),2022,사업장,일반 목적용 기계 제조업,34669.0,615.0,㈜디엔브이비즈니스어슈어런스코리아,
238,환경부,JW 생명과학(주),2022,사업장,의약품 제조업,27261.0,556.0,한국표준협회,
239,산업통상자원부,KPX케미칼(주),2022,사업장,석유화학,24133.0,777.0,(주)한국경영인증원,
240,산업통상자원부,LB세미콘(주),2022,사업장,반도체,24269.0,503.0,한국표준협회,
241,환경부,LX엠엠에이,2022,업체,기초 화학물질 제조업,310504.0,2864.0,(주)한국경영인증원,
242,환경부,NC양산(주),2022,사업장,폐기물,29068.0,24.0,한국표준협회,
243,환경부,NC울산(주),2022,업체,폐기물,71902.0,43.0,한국표준협회,
244,환경부,OCI SE 주식회사,2022,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",1173454.0,23401.0,㈜디엔브이비즈니스어슈어런스코리아,
245,환경부,S-Oil(주),2022,업체,석유 정제품 제조업,9386360.0,126117.0,한국표준협회,
246,환경부,SKbroadband(주),2022,업체,전기 통신업,394401.0,8233.0,㈜디엔브이비즈니스어슈어런스코리아,
247,환경부,SK이노베이션(주),2022,업체,일차전지 및 축전지 제조업,22245.0,455.0,한국표준협회,
248,환경부,SK인천석유화학(주),2022,업체,석유 정제품 제조업,1280663.0,36021.0,한국표준협회,
249,농림축산식품부,SY에너지(주),2022,사업장,목재 및 나무제품 제조업;가구제외,30333.0,985.0,(재)한국품질재단,
250,산업통상자원부,Y&T파워텍(주),2022,사업장,자동차,13789.0,287.0,(주)비에스아이그룹코리아,
251,환경부,㈜토탈,2022,사업장,폐기물 처리업,55427.0,75.0,(재)한국품질재단,
252,산업통상자원부,가온전선주식회사,2022,사업장,전기전자,16145.0,327.0,(주)비에스아이그룹코리아,
253,국토교통부,강남금융센터(주),2022,사업장,건물,15914.0,328.0,한국표준협회,
254,산업통상자원부,강남화성(주),2022,사업장,석유화학,19476.0,337.0,한국표준협회,
255,환경부,강릉시,2022,사업장,폐기물,53857.0,263.0,(주)비에스아이그룹코리아,
256,국토교통부,강변테크노마트 주식회사,2022,사업장,건물,14224.0,295.0,대일이엔씨기술(주),
257,환경부,강원고속,2022,사업장,육상 여객 운송업,15256.0,217.0,한국표준협회,
258,국토교통부,강원대학교,2022,사업장,건물,18864.0,389.0,한국표준협회,
259,국토교통부,강원여객자동차,2022,사업장,교통(여객),15796.0,230.0,한국표준협회,
260,환경부,거제시,2022,사업장,폐기물 처리업,57993.0,472.0,(재)한국품질재단,
261,환경부,경기도 광주시,2022,업체,수도사업,53965.0,933.0,㈜한국품질보증원,
262,환경부,경기환경에너지(주),2022,업체,폐기물,52985.0,354.0,(재)한국품질재단,
