no,agency,corp_name,year,designation_type,industry,ghg_tco2eq,energy_tj,verifier,remark
333,기후에너지환경부,남양금속주식회사,2024,사업장,"구조용 금속제품, 탱크 및 증기발생기 제조업",97314.0,1811.0,(재)한국화학융합시험연구원,
334,기후에너지환경부,남양유업(주),2024,사업장,낙농제품 및 식용 빙과류 제조업,80101.0,1864.0,로이드인증원㈜,
335,기후에너지환경부,남양주시,2024,업체,폐기물,78397.0,1065.0,(재)한국품질재단,
336,기후에너지환경부,남해화학(주),2024,사업장,"비료, 농약 및 살균ㆍ살충제 제조업",65183.0,965.0,대일이엔씨기술(주),
337,기후에너지환경부,내포그린에너지(주),2024,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",1033275.0,20617.0,대일이엔씨기술(주),
338,기후에너지환경부,네이버 주식회사,2024,사업장,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",121187.0,2530.0,한국표준협회,
339,기후에너지환경부,네이처이앤티(주),2024,업체,폐기물 처리업,198107.0,438.0,(주)비에스아이그룹코리아,
340,기후에너지환경부,넥센타이어(주),2024,업체,고무제품 제조업,221463.0,4447.0,(주)한국경영인증원,
341,기후에너지환경부,노벨리스코리아 주식회사,2024,업체,1차 비철금속 제조업,294783.0,5978.0,(주)한국경영인증원,
342,산업통상자원부,노을그린에너지 주식회사,2024,사업장,전기업,76387.0,15.0,한국표준협회,
343,기후에너지환경부,녹십자,2024,사업장,의약품 제조업,64761.0,1650.0,(재)한국품질재단,
344,기후에너지환경부,논산시,2024,사업장,폐기물,21911.0,85.0,㈜한국품질보증원,
345,국토교통부,농협은행 주식회사,2024,업체,건물,91650.0,1386.0,한국표준협회,
346,기후에너지환경부,능원금속공업 주식회사,2024,사업장,1차 비철금속 제조업,23499.0,483.0,(주)한국경영인증원,
347,산업통상자원부,단일가스켐(주),2024,사업장,석유화학,43395.0,885.0,한국가스안전공사,
348,기후에너지환경부,담우물산(주),2024,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",63424.0,203.0,(주)한국경영인증원,
349,기후에너지환경부,대구광역시,2024,업체,폐기물 처리업,474138.0,4905.0,㈜한국품질보증원,
350,기후에너지환경부,대구교통공사,2024,사업장,육상 여객 운송업,98437.0,2053.0,(주)한국경영인증원,
351,기후에너지환경부,대구그린파워(주),2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",661138.0,13158.0,(주)한국경영인증원,
352,기후에너지환경부,대구염색산업단지관리공단,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",620336.0,7033.0,(주)한국경영인증원,
353,기후에너지환경부,대구텍 유한책임회사,2024,사업장,1차 비철금속 제조업,,,한국표준협회,비공개 결정
354,기후에너지환경부,대덕전자 주식회사,2024,사업장,전자 부품 제조업,136647.0,2848.0,한국표준협회,
355,기후에너지환경부,대동금속(주),2024,사업장,금속 주조업,31710.0,609.0,(재)한국화학융합시험연구원,
356,기후에너지환경부,대동산업주식회사,2024,사업장,"내화, 비내화 요업제품 제조업",19056.0,306.0,(주)한국경영인증원,
357,기후에너지환경부,대상 주식회사,2024,업체,"곡물 가공품, 전분 및 전분제품 제조업",430747.0,10078.0,한국표준협회,
358,기후에너지환경부,대성엠디아이(주),2024,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",164740.0,822.0,(주)한국경영인증원,
359,기후에너지환경부,대성지엠텍(주),2024,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",112249.0,293.0,(주)한국경영인증원,
360,기후에너지환경부,대신정기화물자동차(주),2024,사업장,도로 화물 운송업,46233.0,658.0,한국표준협회,
361,기후에너지환경부,대양제지공업(주),2024,업체,"펄프, 종이 및 판지 제조업",72126.0,844.0,한국표준협회,
362,산업통상자원부,대용산업,2024,사업장,기계,16021.0,330.0,한국표준협회,
363,기후에너지환경부,대원강업(주),2024,사업장,자동차 신품 부품 제조업,48056.0,972.0,로이드인증원㈜,
364,기후에너지환경부,대원알텍 주식회사,2024,사업장,자동차 신품 부품 제조업,36825.0,753.0,(재)한국품질재단,"""주식회사 대유글로벌"" 업체명 변경"
365,산업통상자원부,대원화성(주),2024,사업장,석유화학,9140.0,163.0,한국표준협회,
366,기후에너지환경부,대일개발 주식회사,2024,사업장,폐기물 처리업,55847.0,155.0,로이드인증원㈜,
367,기후에너지환경부,대전광역시,2024,업체,폐기물 처리업,362486.0,3059.0,(주)한국경영인증원,
368,국토교통부,대전교통공사,2024,사업장,교통(철도),19440.0,396.0,(주)신화엔지니어링종합건축사사무소,
369,기후에너지환경부,대전열병합발전주식회사,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",133814.0,2718.0,한국표준협회,
370,농림축산식품부,대전충남양돈농협 포크빌축산물공판장,2024,사업장,식료품 제조업,15999.0,329.0,㈜한국품질보증원,
371,산업통상자원부,대창단조(주),2024,사업장,기계,9015.0,186.0,(주)한국경영인증원,
372,기후에너지환경부,대창운수(주),2024,사업장,육상 여객 운송업,22580.0,423.0,한국표준협회,
373,산업통상자원부,대한광통신 주식회사,2024,사업장,전기전자,7941.0,163.0,(주)한국경영인증원,
374,기후에너지환경부,대한방직(주),2024,사업장,"섬유제품 염색, 정리 및 마무리 가공업",28193.0,442.0,한국표준협회,
375,농림축산식품부,대한사료(주),2024,사업장,식료품 제조업,11356.0,232.0,대일이엔씨기술(주),
376,기후에너지환경부,대한석탄공사,2024,업체,석탄 광업,61027.0,558.0,한국생산성본부인증원(주),
377,산업통상자원부,대한소결금속(주),2024,사업장,자동차,19361.0,395.0,로이드인증원㈜,
378,기후에너지환경부,대한슬래그 주식회사,2024,사업장,기타 비금속 광물제품 제조업,29988.0,543.0,한국표준협회,
379,기후에너지환경부,대한시멘트주식회사,2024,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",55732.0,1013.0,한국표준협회,
380,산업통상자원부,대한약품공업(주),2024,사업장,석유화학,26254.0,443.0,(주)한국경영인증원,
381,기후에너지환경부,대한유화 주식회사,2024,업체,기초 화학물질 제조업,1697905.0,34203.0,한국가스안전공사,
382,기후에너지환경부,대한전선 주식회사,2024,사업장,절연선 및 케이블 제조업,48101.0,968.0,(주)한국경영인증원,
383,기후에너지환경부,대한제강(주),2024,업체,1차 철강 제조업,298667.0,5419.0,한국표준협회,
384,기후에너지환경부,대한제당 주식회사,2024,사업장,기타 식품 제조업,63721.0,1272.0,㈜한국품질보증원,
385,농림축산식품부,대한제분(주),2024,사업장,식료품 제조업,21785.0,454.0,대일이엔씨기술(주),
386,기후에너지환경부,대한제지주식회사,2024,업체,"펄프, 종이 및 판지 제조업",201421.0,2391.0,한국표준협회,
387,기후에너지환경부,대한조선주식회사,2024,사업장,선박 및 보트 건조업,67444.0,1064.0,(주)한국경영인증원,
388,기후에너지환경부,대한항공,2024,업체,항공 여객 운송업,425062.0,6505.0,㈜디엔브이비즈니스어슈어런스코리아,
389,기후에너지환경부,대한화섬(주),2024,사업장,화학섬유 제조업,47098.0,1033.0,한국표준협회,
390,산업통상자원부,더블유스코프코리아(주),2024,사업장,석유화학,22707.0,900.0,㈜한국품질보증원,
391,기후에너지환경부,더블유씨피 주식회사,2024,사업장,플라스틱 제품 제조업,96802.0,2086.0,㈜한국품질보증원,
392,기후에너지환경부,도레이배터리세퍼레이터필름 한국유한회사,2024,사업장,일차전지 및 축전지 제조업,101441.0,2071.0,㈜한국품질보증원,
393,기후에너지환경부,도레이비에스에프코팅한국 유한회사,2024,사업장,일차전지 및 축전지 제조업,86241.0,458.0,㈜디엔브이비즈니스어슈어런스코리아,
394,기후에너지환경부,도레이첨단소재 주식회사,2024,업체,합성고무 및 플라스틱 물질 제조업,602557.0,12138.0,(주)비에스아이그룹코리아,
395,기후에너지환경부,도명특송(주),2024,사업장,도로 화물 운송업,20832.0,296.0,한국표준협회,
396,기후에너지환경부,동국산업(주),2024,사업장,1차 철강 제조업,41354.0,840.0,한국표준협회,
397,기후에너지환경부,동국씨엠 주식회사,2024,업체,1차 철강 제조업,287890.0,6267.0,(재)한국품질재단,
398,기후에너지환경부,동국제강 주식회사,2024,업체,1차 철강 제조업,1297673.0,22387.0,(재)한국품질재단,
399,기후에너지환경부,동국홀딩스 주식회사,2024,업체,부동산 임대 및 공급업,762.0,14.0,(재)한국품질재단,
400,기후에너지환경부,동두천드림파워,2024,업체,전기업,2843691.0,56502.0,대일이엔씨기술(주),
401,기후에너지환경부,동서석유화학 주식회사,2024,업체,기초 화학물질 제조업,334298.0,1953.0,로이드인증원㈜,
402,기후에너지환경부,동서식품(주),2024,사업장,기타 식품 제조업,119966.0,2604.0,(재)한국품질재단,
403,산업통상자원부,동서페더럴모굴(주),2024,사업장,자동차,18570.0,377.0,(주)비에스아이그룹코리아,
404,국토교통부,동성교통(주),2024,사업장,교통(여객),14904.0,282.0,(주)한국경영인증원,
405,국토교통부,동성화물자동차(주),2024,사업장,교통(화물),13798.0,196.0,(주)한국경영인증원,
406,산업통상자원부,동성화학공업(주),2024,사업장,석유화학,11609.0,237.0,한국표준협회,
407,국토교통부,동아운수(주),2024,사업장,교통(여객),15685.0,297.0,(주)한국경영인증원,
408,산업통상자원부,동양산업(주),2024,사업장,자동차,14751.0,307.0,(주)한국경영인증원,
409,기후에너지환경부,동양피스톤(주),2024,사업장,자동차 신품 부품 제조업,26919.0,554.0,(주)한국경영인증원,
410,기후에너지환경부,동우화인켐주식회사,2024,업체,사진장비 및 광학 기기 제조업,330980.0,5266.0,(재)한국품질재단,
411,기후에너지환경부,동원로엑스(주),2024,사업장,도로 화물 운송업,55333.0,900.0,한국표준협회,
412,해양수산부,동원산업(주),2024,사업장,수산,6769.0,99.0,(주)한국경영인증원,
413,기후에너지환경부,동원시스템즈(주),2024,업체,유리 및 유리제품 제조업,264278.0,4458.0,(재)한국품질재단,
414,기후에너지환경부,동원페이퍼(주),2024,사업장,"펄프, 종이 및 판지 제조업",105488.0,1508.0,㈜한국품질보증원,
415,산업통상자원부,동은단조(주),2024,사업장,자동차,34576.0,717.0,㈜한국품질보증원,
416,기후에너지환경부,동일산업주식회사,2024,업체,1차 철강 제조업,231725.0,2822.0,한국표준협회,
417,산업통상자원부,동일제강(주),2024,사업장,철강,18515.0,347.0,한국표준협회,
418,기후에너지환경부,동일팩키지(주),2024,사업장,"펄프, 종이 및 판지 제조업",47189.0,409.0,(재)한국품질재단,
419,기후에너지환경부,동해시,2024,사업장,폐기물,18802.0,8.0,(재)한국품질재단,
420,산업통상자원부,동호칼슘(주),2024,사업장,석유화학,18229.0,284.0,한국표준협회,
421,기후에너지환경부,동화기업(주),2024,사업장,나무제품 제조업,138621.0,2700.0,한국표준협회,
422,산업통상자원부,동화지앤피 주식회사,2024,사업장,유리,22290.0,343.0,(재)한국화학융합시험연구원,
423,기후에너지환경부,동희오토(주),2024,사업장,자동차용 엔진 및 자동차 제조업,40971.0,827.0,(주)한국경영인증원,
424,기후에너지환경부,두산에너빌리티(주),2024,업체,1차 철강 제조업,235252.0,4498.0,(재)한국품질재단,
425,기후에너지환경부,두원중공업(주),2024,사업장,일반 목적용 기계 제조업,23166.0,497.0,(주)신화엔지니어링종합건축사사무소,
426,산업통상자원부,디아이동일 주식회사,2024,사업장,비철금속,19058.0,396.0,한국표준협회,
427,기후에너지환경부,디아이지에어가스 주식회사,2024,업체,기초 화학물질 제조업,844157.0,17586.0,㈜한국품질보증원,
428,기후에너지환경부,디에스파워 주식회사,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",994942.0,19769.0,(주)한국경영인증원,
429,기후에너지환경부,디엘 주식회사,2024,업체,합성고무 및 플라스틱 물질 제조업,39.0,0.0,한국가스안전공사,
430,국토교통부,디엘건설(주),2024,사업장,건설,28938.0,525.0,한국표준협회,
431,기후에너지환경부,디엘모터스(주),2024,사업장,자동차 신품 부품 제조업,50711.0,1040.0,(주)한국경영인증원,
432,기후에너지환경부,디엘에프엔씨 주식회사,2024,사업장,플라스틱 제품 제조업,22822.0,472.0,한국가스안전공사,
433,국토교통부,디엘이앤씨(주),2024,업체,건설,53238.0,1015.0,한국표준협회,
434,기후에너지환경부,디엘케미칼 주식회사,2024,업체,합성고무 및 플라스틱 물질 제조업,236065.0,4532.0,한국가스안전공사,
435,기후에너지환경부,디케이동신(주),2024,사업장,1차 철강 제조업,27447.0,508.0,한국표준협회,
436,국토교통부,롯데건설(주),2024,업체,건설,52420.0,1031.0,한국표준협회,
437,국토교통부,롯데관광개발 주식회사,2024,사업장,일반 및 생활 숙박시설 운영업,32367.0,666.0,한국표준협회,
438,기후에너지환경부,롯데글로벌로지스(주),2024,사업장,도로 화물 운송업,60296.0,1167.0,한국표준협회,
439,기후에너지환경부,롯데네슬레코리아(주),2024,사업장,기타 식품 제조업,29848.0,617.0,(재)한국품질재단,
440,기후에너지환경부,롯데물산(주),2024,사업장,부동산 임대 및 공급업,40273.0,773.0,(주)한국경영인증원,
441,기후에너지환경부,롯데베르살리스엘라스토머스(주),2024,사업장,합성고무 및 플라스틱 물질 제조업,143286.0,2715.0,한국표준협회,
442,기후에너지환경부,롯데쇼핑 주식회사,2024,업체,종합 소매업,717398.0,14600.0,한국표준협회,
443,기후에너지환경부,롯데에너지머티리얼즈(주),2024,사업장,전자 부품 제조업,98944.0,2153.0,㈜디엔브이비즈니스어슈어런스코리아,
444,기후에너지환경부,롯데엠시시 주식회사,2024,업체,기초 화학물질 제조업,285111.0,2777.0,한국표준협회,
445,기후에너지환경부,롯데웰푸드(주),2024,업체,기타 식품 제조업,206189.0,4235.0,(주)한국경영인증원,
446,기후에너지환경부,롯데이네오스화학 주식회사,2024,업체,기초 화학물질 제조업,250209.0,3472.0,한국표준협회,
447,기후에너지환경부,롯데정밀화학 주식회사,2024,업체,기초 화학물질 제조업,677663.0,15626.0,로이드인증원㈜,
448,산업통상자원부,롯데지에스화학주식회사,2024,사업장,석유화학,126466.0,1959.0,(재)한국품질재단,
449,기후에너지환경부,롯데칠성음료 주식회사,2024,업체,비알코올 음료 및 얼음 제조업,155782.0,2923.0,(주)한국경영인증원,
450,국토교통부,롯데컬처웍스 주식회사,2024,업체,건물,49958.0,1000.0,한국표준협회,
451,기후에너지환경부,롯데케미칼 주식회사,2024,업체,기초 화학물질 제조업,5902878.0,113070.0,(재)한국품질재단,
452,산업통상자원부,롯데패키징솔루션즈 주식회사,2024,업체,기계,54112.0,1034.0,(재)한국품질재단,
453,기후에너지환경부,르노코리아 주식회사,2024,사업장,자동차용 엔진 및 자동차 제조업,65292.0,1369.0,(주)한국경영인증원,
454,기후에너지환경부,리뉴랜드경주 주식회사,2024,업체,폐기물 처리업,111733.0,31.0,대일이엔씨기술(주),
455,기후에너지환경부,리뉴에너지경기 주식회사,2024,사업장,폐기물 처리업,56518.0,90.0,대일이엔씨기술(주),
456,기후에너지환경부,리뉴에너지경북 주식회사,2024,사업장,폐기물 처리업,70426.0,205.0,대일이엔씨기술(주),
457,기후에너지환경부,리뉴에너지그린 주식회사,2024,사업장,폐기물 처리업,53590.0,40.0,대일이엔씨기술(주),
458,기후에너지환경부,리뉴에너지대원 주식회사,2024,사업장,폐기물 처리업,67197.0,378.0,대일이엔씨기술(주),
459,기후에너지환경부,리뉴에너지새한 주식회사,2024,사업장,폐기물 처리업,82836.0,135.0,대일이엔씨기술(주),
460,기후에너지환경부,리뉴에너지충북(주),2024,업체,폐기물 처리업,191548.0,211.0,한국표준협회,
461,기후에너지환경부,리뉴에너지충청(주),2024,사업장,폐기물 처리업,58486.0,126.0,대일이엔씨기술(주),
462,기후에너지환경부,린데코리아 주식회사,2024,업체,기초 화학물질 제조업,938587.0,18818.0,(재)한국품질재단,
463,산업통상자원부,마이크로소프트5673코리아 유한책임회사,2024,사업장,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",62662.0,1309.0,한국표준협회,
464,기후에너지환경부,만호제강(주),2024,사업장,1차 철강 제조업,34404.0,700.0,한국표준협회,
465,기후에너지환경부,매그나칩반도체(유),2024,업체,반도체 제조업,82292.0,1394.0,(주)비에스아이그룹코리아,
466,기후에너지환경부,매일유업(주),2024,사업장,낙농제품 및 식용 빙과류 제조업,110178.0,2196.0,(주)한국경영인증원,
467,기후에너지환경부,명화공업(주),2024,사업장,자동차 신품 부품 제조업,39957.0,817.0,로이드인증원㈜,
468,기후에너지환경부,모나용평 주식회사,2024,사업장,일반 및 생활 숙박시설 운영업,34759.0,693.0,(재)한국품질재단,
469,기후에너지환경부,목포시,2024,사업장,폐기물 처리업,57706.0,375.0,㈜한국품질보증원,
470,기후에너지환경부,무림에스피(주),2024,사업장,"펄프, 종이 및 판지 제조업",47064.0,950.0,한국표준협회,
471,기후에너지환경부,무림파워텍 주식회사,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",164636.0,2228.0,한국표준협회,
472,기후에너지환경부,무림페이퍼(주),2024,업체,"펄프, 종이 및 판지 제조업",179950.0,3523.0,한국표준협회,
473,기후에너지환경부,무림피앤피(주),2024,업체,"펄프, 종이 및 판지 제조업",252175.0,13867.0,한국표준협회,
474,기후에너지환경부,무안군,2024,사업장,폐기물,17472.0,110.0,㈜한국품질보증원,
475,산업통상자원부,미래나노텍(주),2024,사업장,전기전자,32578.0,572.0,(주)한국경영인증원,
476,산업통상자원부,미원상사(주),2024,사업장,석유화학,64934.0,1197.0,대일이엔씨기술(주),
477,기후에너지환경부,미원스페셜티케미칼(주),2024,사업장,기초 화학물질 제조업,73595.0,1432.0,(주)한국경영인증원,
478,기후에너지환경부,밀양시,2024,사업장,폐기물,5039.0,5.0,㈜한국품질보증원,
479,기후에너지환경부,바스프퍼포먼스폴리아마이드코리아 주식회사,2024,사업장,기초 화학물질 제조업,71387.0,1625.0,한국표준협회,
480,기후에너지환경부,백광산업 주식회사,2024,업체,기초 화학물질 제조업,216598.0,4310.0,한국표준협회,
481,기후에너지환경부,버슘머트리얼즈피엠코리아,2024,사업장,기초 화학물질 제조업,19678.0,410.0,로이드인증원㈜,
482,국토교통부,범일운수,2024,사업장,교통(여객),16294.0,307.0,(주)한국경영인증원,
483,기후에너지환경부,베올리아워터코리아대산(주),2024,사업장,수도업,89082.0,1859.0,(주)한국경영인증원,
484,산업통상자원부,베페사징크코리아(주),2024,사업장,1차 비철금속 제조업,106400.0,150.0,(재)한국화학융합시험연구원,
485,기후에너지환경부,보령시,2024,사업장,폐기물 처리업,51879.0,312.0,㈜한국품질보증원,
486,기후에너지환경부,보령엘엔지터미널 주식회사,2024,사업장,연료용 가스 제조 및 배관공급업,60929.0,1229.0,대일이엔씨기술(주),
487,국토교통부,보영운수(주),2024,사업장,교통(여객),12874.0,230.0,한국표준협회,
488,기후에너지환경부,보임열병합발전 주식회사,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",910533.0,9795.0,로이드인증원㈜,
489,산업통상자원부,볼보그룹코리아(주),2024,사업장,기계,16157.0,318.0,한국표준협회,
490,기후에너지환경부,부경산업(주),2024,사업장,폐기물 처리업,65958.0,132.0,로이드인증원㈜,
491,기후에너지환경부,부산광역시,2024,업체,폐기물 처리업,745005.0,8114.0,지속가능인증원주식회사,
492,기후에너지환경부,부산교통공사,2024,업체,육상 여객 운송업,157182.0,3280.0,한국표준협회,
493,산업통상자원부,부산그린에너지(주),2024,사업장,발전에너지,123447.0,0.0,한국표준협회,
494,기후에너지환경부,부산그린파워(주),2024,사업장,폐기물 처리업,35650.0,12.0,(주)한국경영인증원,
495,국토교통부,부산대학교,2024,사업장,건물,28575.0,648.0,㈜한국품질보증원,
496,국토교통부,부산대학교병원,2024,사업장,건물,39331.0,819.0,한국표준협회,
497,해양수산부,부산신항국제터미널(주),2024,사업장,기타 운송관련 서비스업,29880.0,1822.0,로이드인증원㈜,
498,해양수산부,부산신항만주식회사,2024,사업장,기타 운송관련 서비스업,51412.0,1018.0,한국표준협회,
499,기후에너지환경부,부산정관에너지(주),2024,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",70101.0,1396.0,(주)신화엔지니어링종합건축사사무소,
500,기후에너지환경부,부산주공(주),2024,사업장,자동차 신품 부품 제조업,87529.0,1637.0,㈜한국품질보증원,
501,기후에너지환경부,부산패션칼라산업협동조합,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",115889.0,1636.0,(주)한국경영인증원,
502,해양수산부,부산항터미널주식회사,2024,사업장,항만,47455.0,886.0,(주)한국경영인증원,
503,기후에너지환경부,부천시,2024,업체,"하수, 폐수 및 분뇨 처리업",162602.0,1595.0,㈜한국품질보증원,
504,농림축산식품부,브리티쉬아메리칸토바코코리아제조(주),2024,사업장,담배제조업,17936.0,462.0,한국표준협회,
505,기후에너지환경부,브이피에이치메탈 유한회사,2024,사업장,자동차 신품 부품 제조업,30954.0,574.0,㈜한국품질보증원,
506,기후에너지환경부,비노텍 주식회사,2024,사업장,폐기물 처리업,107519.0,63.0,(주)한국경영인증원,
507,기후에너지환경부,비를라카본코리아(주),2024,업체,기초 화학물질 제조업,124148.0,488.0,㈜디엔브이비즈니스어슈어런스코리아,
508,산업통상자원부,비테스코테크놀로지스코리아 유한책임회사,2024,사업장,자동차,17339.0,357.0,(주)한국경영인증원,
509,산업통상자원부,빛고을에코에너지 주식회사,2024,사업장,발전에너지,51369.0,0.0,한국표준협회,
510,기후에너지환경부,사천시,2024,사업장,지정외 폐기물처리업 등,33583.0,128.0,㈜한국품질보증원,
511,기후에너지환경부,사회복지법인 삼성생명공익재단,2024,사업장,병원,85651.0,1757.0,(재)한국품질재단,
512,기후에너지환경부,삼강에스앤씨(주),2024,사업장,선박 및 보트 건조업,18197.0,324.0,(재)한국품질재단,
513,기후에너지환경부,삼남석유화학주식회사,2024,업체,기초 화학물질 제조업,185782.0,2416.0,한국표준협회,
514,기후에너지환경부,삼목에스폼(주),2024,업체,1차 비철금속 제조업,32565.0,598.0,한국표준협회,
515,산업통상자원부,삼미금속(주),2024,사업장,철강,15867.0,322.0,한국표준협회,
516,기후에너지환경부,삼보산업 주식회사,2024,사업장,1차 비철금속 제조업,34132.0,523.0,한국표준협회,
517,기후에너지환경부,삼성디스플레이 주식회사,2024,업체,전자 부품 제조업,4000544.0,61025.0,(재)한국품질재단,
518,기후에너지환경부,삼성물산 주식회사,2024,사업장,건물 건설업,93059.0,2036.0,(주)비에스아이그룹코리아,
519,기후에너지환경부,삼성바이오로직스 주식회사,2024,사업장,기초 의약 물질 및 생물학적 제제 제조업,226519.0,4651.0,대일이엔씨기술(주),
520,국토교통부,삼성생명보험 주식회사,2024,업체,건물,60113.0,763.0,(재)한국품질재단,
521,기후에너지환경부,삼성에스디아이 주식회사,2024,업체,일차전지 및 축전지 제조업,572209.0,11818.0,한국표준협회,
522,기후에너지환경부,삼성에스디에스(주),2024,사업장,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",173674.0,3622.0,(주)한국경영인증원,
523,기후에너지환경부,삼성전기 주식회사,2024,업체,전자 부품 제조업,456652.0,9783.0,(주)비에스아이그룹코리아,
524,기후에너지환경부,삼성전자 주식회사,2024,업체,반도체 제조업,13594735.0,258073.0,(재)한국품질재단,
525,기후에너지환경부,삼성중공업 주식회사,2024,업체,선박 및 보트 건조업,528395.0,9155.0,한국표준협회,
526,기후에너지환경부,삼성코닝어드밴스드글라스 유한회사,2024,사업장,유리 및 유리제품 제조업,49859.0,1017.0,로이드인증원㈜,
527,산업통상자원부,삼신정밀(주),2024,사업장,철강,25602.0,527.0,한국표준협회,
528,산업통상자원부,삼아알미늄주식회사,2024,사업장,비철금속,20535.0,399.0,한국표준협회,
529,기후에너지환경부,삼양식품(주),2024,사업장,기타 식품 제조업,72404.0,1497.0,(주)비에스아이그룹코리아,
530,기후에너지환경부,삼양이노켐 주식회사,2024,사업장,기초 화학물질 제조업,99485.0,1777.0,한국표준협회,
531,기후에너지환경부,삼양화성주식회사,2024,사업장,합성고무 및 플라스틱 물질 제조업,80044.0,1853.0,한국표준협회,
532,산업통상자원부,삼양화인테크놀로지(주),2024,사업장,합성고무 및 플라스틱 물질 제조업,31163.0,364.0,한국표준협회,
533,기후에너지환경부,삼영운수(주),2024,사업장,육상 여객 운송업,20143.0,372.0,한국표준협회,
534,기후에너지환경부,삼영전자공업(주),2024,업체,기타 금속 가공제품 제조업,29094.0,668.0,(주)한국경영인증원,
535,기후에너지환경부,삼정펄프(주),2024,업체,"펄프, 종이 및 판지 제조업",143169.0,1912.0,(주)비에스아이그룹코리아,
536,산업통상자원부,삼지금속공업 주식회사,2024,사업장,비철금속,17930.0,193.0,한국표준협회,
537,기후에너지환경부,삼표시멘트,2024,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",4998174.0,31009.0,(재)한국품질재단,
538,기후에너지환경부,삼표자원개발주식회사,2024,사업장,토사석 광업,29506.0,524.0,(재)한국품질재단,
539,기후에너지환경부,삼표해운주식회사,2024,사업장,해상 운송업,70239.0,969.0,(재)한국품질재단,
540,산업통상자원부,삼호제강주식회사,2024,사업장,철강,12712.0,255.0,(주)한국경영인증원,
541,산업통상자원부,삼화왕관(주),2024,사업장,기계,19197.0,387.0,한국표준협회,
542,기후에너지환경부,삼화제지(주),2024,업체,"펄프, 종이 및 판지 제조업",28988.0,624.0,한국표준협회,
543,산업통상자원부,삼화콘덴서공업(주),2024,사업장,전기전자,25292.0,527.0,한국표준협회,
544,기후에너지환경부,삼흥열처리,2024,사업장,기타 금속 가공제품 제조업,30191.0,622.0,(주)한국경영인증원,
545,해양수산부,상지해운(주),2024,사업장,교통(해운),19349.0,266.0,(재)한국품질재단,
546,산업통상자원부,새론오토모티브(주),2024,사업장,자동차,15659.0,317.0,(주)한국경영인증원,
547,국토교통부,새한특수(주),2024,사업장,교통(화물),16865.0,239.0,한국표준협회,
548,기후에너지환경부,생고뱅이소바코리아 주식회사,2024,사업장,유리 및 유리제품 제조업,38864.0,774.0,(주)한국경영인증원,
549,기후에너지환경부,서산시,2024,사업장,하수처리업,20284.0,210.0,한국표준협회,
550,기후에너지환경부,서영주정(주),2024,사업장,알코올 음료 제조업,30156.0,412.0,한국표준협회,
551,기후에너지환경부,서울교통공사,2024,업체,육상 여객 운송업,650164.0,13575.0,대일이엔씨기술(주),
552,국토교통부,서울교통네트웍(주),2024,사업장,교통(여객),13583.0,259.0,(주)한국경영인증원,
553,산업통상자원부,서울냉열(주),2024,사업장,석유화학,17063.0,356.0,(주)한국경영인증원,
554,기후에너지환경부,서울대학교병원,2024,사업장,병원,92838.0,1935.0,한국표준협회,
555,기후에너지환경부,서울바이오시스(주),2024,사업장,반도체 제조업,61646.0,1276.0,로이드인증원㈜,
556,기후에너지환경부,서울시메트로 9호선(주),2024,사업장,육상 여객 운송업,53211.0,1109.0,(주)한국경영인증원,
557,기후에너지환경부,서울에너지공사,2024,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",300444.0,6361.0,한국표준협회,
558,기후에너지환경부,서울우유협동조합,2024,업체,낙농제품 및 식용 빙과류 제조업,73904.0,1415.0,한국표준협회,
559,기후에너지환경부,서울특별시,2024,업체,폐기물 처리업,1360897.0,13003.0,(재)한국품질재단,
560,기후에너지환경부,서울특별시농수산식품공사,2024,사업장,부동산 임대 및 공급업,63908.0,1328.0,(주)한국경영인증원,
561,산업통상자원부,서진산업(주),2024,사업장,자동차,16623.0,317.0,한국표준협회,
562,기후에너지환경부,서한이앤피주식회사,2024,사업장,기타 금속 가공제품 제조업,57373.0,1141.0,(주)한국경영인증원,
563,기후에너지환경부,서해그린환경(주),2024,사업장,폐기물 처리업,93483.0,212.0,(재)한국품질재단,
564,산업통상자원부,선도화학(주),2024,사업장,기초 화학물질 제조업,23759.0,496.0,한국가스안전공사,
565,기후에너지환경부,선진버스(주),2024,사업장,육상 여객 운송업,17365.0,321.0,(주)한국경영인증원,
