no,agency,corp_name,year,designation_type,industry,ghg_tco2eq,energy_tj,verifier,remark
68,환경부,(주)동신포리마,2023,사업장,플라스틱 제품 제조업,33644.0,689.0,(주)한국경영인증원,
69,환경부,(주)동양고속,2023,사업장,육상 여객 운송업,54429.0,765.0,(주)한국경영인증원,
70,환경부,(주)동양환경,2023,업체,폐기물 처리업,223315.0,833.0,(재)한국품질재단,
71,농림축산식품부,(주)동우팜투테이블,2023,사업장,식료품 제조업,14996.0,302.0,(주)한국경영인증원,
72,농림축산식품부,(주)동우팜투테이블,2023,사업장,식료품 제조업,14996.0,302.0,(주)한국경영인증원,
73,농림축산식품부,(주)동원F&B,2023,업체,식료품 제조업,81061.0,1761.0,(주)한국경영인증원,
74,농림축산식품부,(주)동원F&B,2023,업체,식료품 제조업,81061.0,1761.0,(주)한국경영인증원,
75,산업통상자원부,(주)동진쎄미켐,2023,사업장,석유화학,24366.0,496.0,(주)한국경영인증원,
76,산업통상자원부,(주)동진쎄미켐,2023,사업장,석유화학,24366.0,496.0,(주)한국경영인증원,
77,산업통상자원부,(주)두산,2023,업체,전기전자,55566.0,1105.0,(재)한국품질재단,
78,산업통상자원부,(주)두산,2023,업체,전기전자,55566.0,1105.0,(재)한국품질재단,
79,산업통상자원부,(주)두산테스나,2023,사업장,반도체,28533.0,596.0,(재)한국품질재단,
80,산업통상자원부,(주)두산테스나,2023,사업장,반도체,28533.0,596.0,(재)한국품질재단,
81,산업통상자원부,(주)디알액시온,2023,사업장,비철금속,12929.0,263.0,(재)한국품질재단,
82,산업통상자원부,(주)디알액시온,2023,사업장,비철금속,12929.0,263.0,(재)한국품질재단,
83,환경부,(주)디에이피,2023,사업장,전자 부품 제조업,78957.0,1637.0,(주)한국경영인증원,
84,산업통상자원부,(주)디케이씨,2023,사업장,철강,19341.0,389.0,한국표준협회,
85,산업통상자원부,(주)디케이씨,2023,사업장,철강,19341.0,389.0,한국표준협회,
86,산업통상자원부,(주)로옴코리아,2023,사업장,반도체,15399.0,321.0,㈜한국품질보증원,
87,산업통상자원부,(주)로옴코리아,2023,사업장,반도체,15399.0,321.0,㈜한국품질보증원,
88,농림축산식품부,(주)면사랑,2023,사업장,식료품 제조업,23813.0,517.0,한국표준협회,
89,농림축산식품부,(주)면사랑,2023,사업장,식료품 제조업,23813.0,517.0,한국표준협회,
90,환경부,(주)모나리자,2023,사업장,"펄프, 종이 및 판지 제조업",42114.0,771.0,(주)한국경영인증원,
91,환경부,(주)미래페이퍼,2023,사업장,"펄프, 종이 및 판지 제조업",61595.0,1006.0,한국표준협회,
92,산업통상자원부,(주)방림,2023,사업장,섬유,21948.0,334.0,한국표준협회,
93,산업통상자원부,(주)방림,2023,사업장,섬유,21948.0,334.0,한국표준협회,
94,환경부,(주)베르상스퍼시픽,2023,사업장,유리 및 유리제품 제조업,29605.0,498.0,로이드인증원㈜,
95,환경부,(주)벽산,2023,사업장,유리 및 유리제품 제조업,121756.0,2215.0,한국표준협회,
96,환경부,(주)보림씨에스,2023,업체,폐기물 처리업,55285.0,22.0,(재)한국품질재단,
97,환경부,(주)보림씨에스,2023,업체,폐기물 처리업,55285.0,22.0,(재)한국품질재단,
98,환경부,(주)부산도시가스,2023,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",57233.0,312.0,(주)한국경영인증원,
99,산업통상자원부,(주)비에이치,2023,사업장,전기전자,18487.0,357.0,한국표준협회,
100,산업통상자원부,(주)비에이치,2023,사업장,전기전자,18487.0,357.0,한국표준협회,
101,산업통상자원부,(주)비엠금속,2023,사업장,철강,14762.0,274.0,(주)한국경영인증원,
102,산업통상자원부,(주)비엠금속,2023,사업장,철강,14762.0,274.0,(주)한국경영인증원,
103,농림축산식품부,(주)빙그레,2023,업체,식료품 제조업,57280.0,1151.0,(주)한국경영인증원,
104,농림축산식품부,(주)빙그레,2023,업체,식료품 제조업,57280.0,1151.0,(주)한국경영인증원,
105,환경부,(주)삼동,2023,사업장,절연선 및 케이블 제조업,46429.0,959.0,한국표준협회,
106,국토교통부,(주)삼우에프앤지,2023,사업장,교통(화물),20414.0,338.0,한국표준협회,
107,국토교통부,(주)삼우에프앤지,2023,사업장,교통(화물),20414.0,338.0,한국표준협회,
108,환경부,(주)삼원강재,2023,사업장,자동차 신품 부품 제조업,32353.0,656.0,(재)한국품질재단,
109,환경부,(주)삼천리,2023,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",100536.0,1787.0,한국가스안전공사,
110,환경부,(주)삼표산업,2023,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",99894.0,1759.0,(재)한국품질재단,
111,환경부,(주)삼현,2023,사업장,"내화, 비내화 요업제품 제조업",25800.0,448.0,한국표준협회,
112,국토교통부,(주)삼화고속,2023,사업장,교통(여객),11341.0,162.0,(주)한국경영인증원,
113,국토교통부,(주)삼화고속,2023,사업장,교통(여객),11341.0,162.0,(주)한국경영인증원,
114,산업통상자원부,(주)삼화양행,2023,업체,전기전자,49166.0,1015.0,(주)한국경영인증원,
115,산업통상자원부,(주)삼화양행,2023,업체,전기전자,49166.0,1015.0,(주)한국경영인증원,
116,환경부,(주)상공에너지,2023,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",6692.0,1653.0,㈜한국품질보증원,
117,농림축산식품부,(주)샤니,2023,사업장,식료품 제조업,34755.0,706.0,(주)비에스아이그룹코리아,
118,농림축산식품부,(주)샤니,2023,사업장,식료품 제조업,34755.0,706.0,(주)비에스아이그룹코리아,
119,산업통상자원부,(주)서원,2023,사업장,비철금속,12122.0,250.0,한국가스안전공사,
120,산업통상자원부,(주)서원,2023,사업장,비철금속,12122.0,250.0,한국가스안전공사,
121,산업통상자원부,(주)서진캠 평택공장,2023,사업장,자동차,11735.0,245.0,(주)한국경영인증원,
122,산업통상자원부,(주)서진캠 평택공장,2023,사업장,자동차,11735.0,245.0,(주)한국경영인증원,
123,환경부,(주)서흥,2023,사업장,기타 식품 제조업,36087.0,742.0,한국표준협회,
124,산업통상자원부,(주)선일다이파스,2023,사업장,기계,21289.0,439.0,(주)한국경영인증원,
125,산업통상자원부,(주)선일다이파스,2023,사업장,기계,21289.0,439.0,(주)한국경영인증원,
126,환경부,(주)선진운수,2023,사업장,육상 여객 운송업,27507.0,515.0,(재)한국품질재단,
127,산업통상자원부,(주)성신미네필드,2023,사업장,시멘트,19021.0,374.0,한국표준협회,
128,산업통상자원부,(주)성신미네필드,2023,사업장,시멘트,19021.0,374.0,한국표준협회,
129,산업통상자원부,(주)성호금속,2023,사업장,철강,19150.0,344.0,(주)한국경영인증원,
130,산업통상자원부,(주)성호금속,2023,사업장,철강,19150.0,344.0,(주)한국경영인증원,
131,환경부,(주)성호금속 경주2공장,2023,사업장,금속 주조업,28909.0,519.0,(주)한국경영인증원,
132,산업통상자원부,(주)성호기업,2023,사업장,철강,14213.0,278.0,(주)한국경영인증원,
133,산업통상자원부,(주)성호기업,2023,사업장,철강,14213.0,278.0,(주)한국경영인증원,
134,환경부,(주)세아씨엠,2023,사업장,1차 철강 제조업,71815.0,1430.0,한국표준협회,
135,국토교통부,(주)세아엘앤에스,2023,사업장,교통(화물),15835.0,232.0,한국표준협회,
136,국토교통부,(주)세아엘앤에스,2023,사업장,교통(화물),15835.0,232.0,한국표준협회,
137,환경부,(주)세아제강,2023,사업장,1차 철강 제조업,70201.0,1434.0,한국표준협회,
138,환경부,(주)세아특수강,2023,사업장,1차 철강 제조업,51138.0,1032.0,한국표준협회,
139,농림축산식품부,(주)세우,2023,사업장,식료품 제조업,17269.0,350.0,(재)한국품질재단,
140,농림축산식품부,(주)세우,2023,사업장,식료품 제조업,17269.0,350.0,(재)한국품질재단,
141,환경부,(주)세주,2023,사업장,해상 운송업,26609.0,365.0,㈜디엔브이비즈니스어슈어런스코리아,
142,산업통상자원부,(주)셀트리온제약,2023,사업장,석유화학,15706.0,321.0,한국표준협회,
143,산업통상자원부,(주)셀트리온제약,2023,사업장,석유화학,15706.0,321.0,한국표준협회,
144,국토교통부,(주)시흥교통,2023,사업장,교통(여객),20710.0,376.0,한국표준협회,
145,국토교통부,(주)시흥교통,2023,사업장,교통(여객),20710.0,376.0,한국표준협회,
146,환경부,(주)신동,2023,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",80232.0,277.0,한국표준협회,
147,환경부,(주)신세계,2023,업체,종합 소매업,124752.0,2602.0,(주)한국경영인증원,
148,환경부,(주)신승에너지,2023,사업장,폐기물 처리업,68279.0,339.0,(재)한국품질재단,
149,산업통상자원부,(주)신안주철,2023,사업장,철강,16681.0,313.0,한국표준협회,
150,산업통상자원부,(주)신안주철,2023,사업장,철강,16681.0,313.0,한국표준협회,
151,농림축산식품부,(주)신영포르투,2023,사업장,목재,31489.0,1156.0,(재)한국품질재단,
152,농림축산식품부,(주)신영포르투,2023,사업장,목재,31489.0,1156.0,(재)한국품질재단,
153,산업통상자원부,(주)신우금속,2023,사업장,철강,18661.0,322.0,(재)한국품질재단,
154,산업통상자원부,(주)신우금속,2023,사업장,철강,18661.0,322.0,(재)한국품질재단,
155,산업통상자원부,(주)신한중공업,2023,사업장,조선,14047.0,223.0,㈜한국품질보증원,
156,산업통상자원부,(주)신한중공업,2023,사업장,조선,14047.0,223.0,㈜한국품질보증원,
157,환경부,(주)쌍용씨앤비,2023,사업장,"펄프, 종이 및 판지 제조업",66286.0,1266.0,(주)한국경영인증원,
158,환경부,(주)씨텍,2023,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",785099.0,11160.0,(주)비에스아이그룹코리아,
159,산업통상자원부,(주)아바텍,2023,사업장,유리,17146.0,356.0,한국표준협회,
160,산업통상자원부,(주)아바텍,2023,사업장,유리,17146.0,356.0,한국표준협회,
161,환경부,(주)아진피앤피,2023,사업장,"펄프, 종이 및 판지 제조업",145239.0,3439.0,지속가능인증원주식회사,
162,환경부,(주)애니테크,2023,사업장,폐기물 처리업,34127.0,283.0,대일이엔씨기술(주),
163,환경부,(주)애니테크,2023,사업장,폐기물 처리업,34127.0,283.0,대일이엔씨기술(주),
164,산업통상자원부,(주)에스이그린에너지,2023,사업장,발전에너지,54777.0,0.0,한국표준협회,
165,산업통상자원부,(주)에스이그린에너지,2023,업체,발전에너지,54777.0,0.0,한국표준협회,
166,산업통상자원부,(주)에스제이금속,2023,사업장,철강,20427.0,357.0,(재)한국품질재단,
167,산업통상자원부,(주)에스제이금속,2023,사업장,철강,20427.0,357.0,(재)한국품질재단,
168,환경부,(주)에스파워,2023,업체,전기업,1721008.0,34079.0,(재)한국품질재단,
169,환경부,(주)에스피환경,2023,사업장,폐기물 처리업,71851.0,517.0,㈜한국품질보증원,
170,환경부,(주)에스피환경,2023,사업장,폐기물 처리업,71851.0,517.0,㈜한국품질보증원,
171,해양수산부,(주)에이치해운,2023,사업장,교통(해운),17910.0,245.0,한국표준협회,
172,해양수산부,(주)에이치해운,2023,사업장,교통(해운),17910.0,245.0,한국표준협회,
173,환경부,(주)에이티에너지,2023,사업장,폐기물,24660.0,20.0,대일이엔씨기술(주),
174,환경부,(주)에이티에너지,2023,사업장,폐기물,24660.0,20.0,대일이엔씨기술(주),
175,환경부,(주)에코비트그린,2023,업체,폐기물,59465.0,18.0,한국표준협회,
176,환경부,(주)에코비트그린,2023,업체,폐기물,59465.0,18.0,한국표준협회,
177,환경부,(주)에코비트에너지세종,2023,사업장,폐기물 처리업,61044.0,432.0,한국표준협회,
178,환경부,(주)에코비트에너지청원,2023,업체,폐기물 처리업,36333.0,2.0,한국표준협회,
179,환경부,(주)에코비트에너지청원,2023,업체,폐기물 처리업,36333.0,2.0,한국표준협회,
180,산업통상자원부,(주)에코프로머티리얼즈,2023,사업장,전기전자,67914.0,1383.0,(주)한국경영인증원,
181,산업통상자원부,(주)에코프로머티리얼즈,2023,사업장,전기전자,67914.0,1383.0,(주)한국경영인증원,
182,환경부,(주)에코프로비엠,2023,사업장,일차전지 및 축전지 제조업,125140.0,2611.0,(주)한국경영인증원,
183,환경부,(주)엔아이티,2023,업체,폐기물 처리업,149662.0,373.0,㈜한국품질보증원,
184,환경부,(주)엔이티,2023,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",45237.0,519.0,한국표준협회,
185,환경부,(주)엘엑스글라스,2023,업체,유리 및 유리제품 제조업,298318.0,3731.0,(주)한국경영인증원,
186,환경부,(주)엘엑스판토스,2023,사업장,도로 화물 운송업,44918.0,531.0,㈜디엔브이비즈니스어슈어런스코리아,
187,산업통상자원부,(주)엘지생활건강,2023,사업장,석유화학,49545.0,1084.0,(재)한국품질재단,
188,산업통상자원부,(주)엘지생활건강,2023,사업장,석유화학,49545.0,1084.0,(재)한국품질재단,
189,환경부,(주)엘지씨엔에스,2023,업체,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",130691.0,2779.0,대일이엔씨기술(주),
190,환경부,(주)영신물산,2023,사업장,"섬유제품 염색, 정리 및 마무리 가공업",28385.0,215.0,한국표준협회,
191,환경부,(주)오뚜기,2023,사업장,기타 식품 제조업,89711.0,1812.0,한국표준협회,
192,환경부,(주)오리온,2023,사업장,기타 식품 제조업,71408.0,1424.0,로이드인증원㈜,
193,환경부,(주)오미아코리아,2023,사업장,기초 화학물질 제조업,48969.0,997.0,㈜디엔브이비즈니스어슈어런스코리아,
194,산업통상자원부,(주)오영,2023,사업장,석유화학,12124.0,265.0,(재)한국품질재단,
195,산업통상자원부,(주)오영,2023,사업장,석유화학,12124.0,265.0,(재)한국품질재단,
196,환경부,(주)온셀텍,2023,사업장,전자 부품 제조업,21074.0,439.0,한국표준협회,
197,농림축산식품부,(주)올품,2023,사업장,식료품 제조업,22974.0,467.0,한국표준협회,
198,농림축산식품부,(주)올품,2023,사업장,식료품 제조업,22974.0,467.0,한국표준협회,
199,환경부,(주)와이에스텍,2023,업체,폐기물 처리업,129260.0,30.0,(재)한국품질재단,
200,환경부,(주)와이엔텍,2023,업체,폐기물 처리업,162220.0,95.0,(재)한국품질재단,
201,환경부,(주)와이엔텍,2023,업체,폐기물 처리업,162220.0,95.0,(재)한국품질재단,
202,산업통상자원부,(주)와이엠,2023,사업장,기계,17315.0,356.0,(재)한국품질재단,
203,산업통상자원부,(주)와이엠,2023,사업장,기계,17315.0,356.0,(재)한국품질재단,
204,환경부,(주)우룡,2023,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",161345.0,709.0,(재)한국화학융합시험연구원,
205,산업통상자원부,(주)우신금속,2023,사업장,비철금속,21175.0,332.0,(재)한국품질재단,
206,산업통상자원부,(주)우신금속,2023,사업장,비철금속,21175.0,332.0,(재)한국품질재단,
207,산업통상자원부,(주)우익반도체,2023,사업장,전기전자,28931.0,600.0,한국표준협회,
208,산업통상자원부,(주)우익반도체,2023,사업장,전기전자,28931.0,600.0,한국표준협회,
209,산업통상자원부,(주)원익아이피에스,2023,사업장,기계,28756.0,560.0,한국표준협회,
210,산업통상자원부,(주)원익아이피에스,2023,사업장,기계,28756.0,560.0,한국표준협회,
211,환경부,(주)유니온,2023,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",144922.0,1195.0,한국표준협회,
212,환경부,(주)유성티엔에스,2023,사업장,도로 화물 운송업,27400.0,399.0,(주)한국경영인증원,
213,환경부,(주)유진로지스틱스,2023,사업장,도로 화물 운송업,24485.0,356.0,(재)한국품질재단,
214,산업통상자원부,(주)유한양행,2023,사업장,석유화학,17136.0,351.0,(재)한국품질재단,
215,산업통상자원부,(주)유한양행,2023,사업장,석유화학,17136.0,351.0,(재)한국품질재단,
216,산업통상자원부,(주)유한화학,2023,사업장,석유화학,19933.0,363.0,(주)한국경영인증원,
217,산업통상자원부,(주)유한화학,2023,사업장,석유화학,19933.0,363.0,(주)한국경영인증원,
218,환경부,(주)이녹스첨단소재,2023,사업장,전자 부품 제조업,28019.0,513.0,㈜디엔브이비즈니스어슈어런스코리아,
219,환경부,(주)이녹스첨단소재,2023,사업장,전자 부품 제조업,28019.0,513.0,㈜디엔브이비즈니스어슈어런스코리아,
220,환경부,(주)이마트,2023,업체,종합 소매업,490603.0,10198.0,한국표준협회,
221,환경부,(주)이수페타시스,2023,사업장,전자 부품 제조업,59064.0,833.0,(주)한국경영인증원,
222,환경부,(주)이수화학,2023,업체,기초 화학물질 제조업,256187.0,4617.0,한국표준협회,
223,환경부,(주)이스타항공,2023,업체,항공 여객 운송업,81453.0,1165.0,(재)한국화학융합시험연구원,
224,환경부,(주)이알지서비스,2023,사업장,폐기물 처리업,73405.0,135.0,(재)한국화학융합시험연구원,
225,환경부,(주)이에스티,2023,업체,폐기물 처리업,75745.0,9.0,(재)한국품질재단,
226,환경부,(주)이에스티,2023,업체,폐기물 처리업,75745.0,9.0,(재)한국품질재단,
227,산업통상자원부,(주)인지디스플레이,2023,사업장,자동차,20117.0,415.0,(주)한국경영인증원,
228,산업통상자원부,(주)인지디스플레이,2023,사업장,자동차,20117.0,415.0,(주)한국경영인증원,
229,환경부,(주)인터플렉스,2023,사업장,전자 부품 제조업,34848.0,728.0,로이드인증원㈜,
230,환경부,(주)일진글로벌,2023,사업장,자동차 신품 부품 제조업,120356.0,2508.0,(주)한국경영인증원,
231,환경부,(주)전북고속,2023,사업장,육상 여객 운송업,17272.0,245.0,(주)한국경영인증원,
232,농림축산식품부,(주)정·식품,2023,사업장,음료제조업,17665.0,355.0,한국표준협회,
233,농림축산식품부,(주)정·식품,2023,사업장,음료제조업,17665.0,355.0,한국표준협회,
234,국토교통부,(주)제때,2023,사업장,교통(화물),23437.0,408.0,한국표준협회,
235,국토교통부,(주)제때,2023,사업장,교통(화물),23437.0,408.0,한국표준협회,
236,환경부,(주)제양항공해운,2023,사업장,해상 운송업,691.0,10.0,로이드인증원㈜,
237,환경부,(주)제이엠씨,2023,사업장,기초 화학물질 제조업,38665.0,845.0,(주)한국경영인증원,
238,산업통상자원부,(주)젤텍,2023,사업장,석유화학,13743.0,473.0,한국표준협회,
239,산업통상자원부,(주)젤텍,2023,사업장,석유화학,13743.0,473.0,한국표준협회,
240,농림축산식품부,(주)조흥,2023,사업장,식료품 제조업,15208.0,321.0,한국표준협회,
241,농림축산식품부,(주)조흥,2023,사업장,식료품 제조업,15208.0,321.0,한국표준협회,
242,산업통상자원부,(주)종근당,2023,사업장,석유화학,18547.0,513.0,(재)한국품질재단,
243,산업통상자원부,(주)종근당,2023,사업장,석유화학,18547.0,513.0,(재)한국품질재단,
244,환경부,(주)종근당바이오,2023,사업장,기초 의약 물질 및 생물학적 제제 제조업,90700.0,1900.0,(주)한국경영인증원,
245,환경부,(주)중앙고속,2023,사업장,육상 여객 운송업,48119.0,690.0,(주)한국경영인증원,
246,환경부,(주)중일,2023,사업장,1차 비철금속 제조업,28262.0,291.0,한국표준협회,
247,환경부,(주)지에스동해전력,2023,업체,전기업,4865481.0,55380.0,대일이엔씨기술(주),
248,환경부,(주)진합,2023,사업장,자동차 신품 부품 제조업,27166.0,559.0,한국표준협회,
249,산업통상자원부,(주)진흥주물,2023,사업장,철강,33398.0,588.0,한국표준협회,
250,산업통상자원부,(주)진흥주물,2023,사업장,철강,33398.0,588.0,한국표준협회,
251,환경부,(주)참프레,2023,사업장,"도축, 육류 가공 및 저장 처리업",41488.0,834.0,한국표준협회,
252,환경부,(주)창원에너텍,2023,사업장,폐기물 처리업,83856.0,1129.0,(재)한국품질재단,
253,환경부,(주)천일고속,2023,사업장,육상 여객 운송업,21416.0,306.0,(주)한국경영인증원,
254,환경부,(주)청송산업개발,2023,사업장,폐기물,80923.0,519.0,(재)한국품질재단,
255,환경부,(주)청송산업개발,2023,사업장,폐기물,80923.0,519.0,(재)한국품질재단,
256,농림축산식품부,(주)체리부로,2023,사업장,식료품 제조업,15291.0,311.0,(주)한국경영인증원,
257,농림축산식품부,(주)체리부로,2023,사업장,식료품 제조업,15291.0,311.0,(주)한국경영인증원,
258,환경부,(주)충남고속,2023,사업장,육상 여객 운송업,23596.0,337.0,(주)한국경영인증원,
259,환경부,(주)충무화학,2023,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",152175.0,632.0,(주)한국경영인증원,
260,농림축산식품부,(주)카길애그리퓨리나,2023,사업장,식료품 제조업,21670.0,442.0,(재)한국품질재단,
261,농림축산식품부,(주)카길애그리퓨리나,2023,사업장,식료품 제조업,21670.0,442.0,(재)한국품질재단,
262,산업통상자원부,(주)카펙발레오,2023,사업장,자동차,22411.0,451.0,한국표준협회,
263,산업통상자원부,(주)카펙발레오,2023,사업장,자동차,22411.0,451.0,한국표준협회,
264,산업통상자원부,(주)캐스텍코리아,2023,사업장,철강,17515.0,309.0,한국표준협회,
265,산업통상자원부,(주)캐스텍코리아,2023,사업장,철강,17515.0,309.0,한국표준협회,
266,환경부,(주)케이비아이국인산업,2023,업체,폐기물 처리업,239582.0,152.0,(재)한국품질재단,
