group,field_name,data_key,value,source,last_updated,restatement,row_id,row_type,company_id,company_url,top_tab,subtab,page_url,error,company_name
Target coverage,Scopes included in target,tgt_abs_cvg_scope,"Scope 1, Scope 2 market-based",CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_scope,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target coverage,Additional description of target coverage,tgt_abs_cvg_desc,国内事業所、海外生産子会社、海外販売子会社を対象範囲としており、除外事項はありません。,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_cvg_desc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target coverage,Percentage of base year total Scope 1 GHG emissions covered by target,tgt_abs_base_year_s1_perc,100 %,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_perc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target coverage,Percentage of base year total Scope 2 GHG emissions covered by target,tgt_abs_base_year_s2_perc,100 %,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_perc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target coverage,Percentage of base year total GHG emissions covered by target,tgt_abs_base_year_total_perc,100 %,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_perc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Base year,Base year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_group,group,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Base year,Base year,tgt_abs_base_year,2020,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Base year,Base year Scope 1 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s1_emissions,18314 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s1_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Base year,Base year Scope 2 GHG emissions covered by target in tCO₂e,tgt_abs_base_year_s2_emissions,71359 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_s2_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Base year,Base year total GHG emissions covered by target in tCO₂e,tgt_abs_base_year_total_emissions,89673 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_base_year_total_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target year,Target year,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_group,group,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target year,Target year,tgt_abs_target_year,2030,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target year,Target year total GHG emissions in tCO₂e,tgt_abs_target_year_total_emissions,44836.5 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target year,Target year percentage reduction from base year total GHG emissions,tgt_abs_target_year_total_perc_reduction,50 %,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_target_year_total_perc_reduction,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Methodology,Methodology,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_methodology_group,group,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Methodology,Level of ambition,tgt_abs_ambition,1.5°C aligned,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_ambition,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target achievement,Target achievement,,,,,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieved_group,group,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
Target achievement,Description of additional means to achieve target,tgt_abs_achieve_other_desc,再生可能エネルギーの積極的な活用と徹底した省エネに取り組んでいる。国内の営業所や海外の複数の拠点に太陽光パネルを設置しており、今後も国内外で太陽光パネルを順次設置し、事業所等で使用する電力を再生可能エネルギーに切り替えていくことを計画している。,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_dict.{::0}.tgt_abs_achieve_other_desc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,EMISSIONS REDUCTION TARGETS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23,,MAKITA CORPORATION
,Reporting Year: 2023,,,,,,,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,MAKITA CORPORATION
,Scope 1 GHG emissions within target in tCO₂e,tgt_abs_progress_year_s1_emissions,21401.01 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_s1_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,MAKITA CORPORATION
,Scope 2 GHG emissions within target in tCO₂e,tgt_abs_progress_year_s2_emissions,44132.39 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_s2_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,MAKITA CORPORATION
,Total GHG emissions within target in tCO₂e,tgt_abs_progress_year_total_emissions,65533 tCO₂e,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_year_total_emissions,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,MAKITA CORPORATION
,Percentage of target achieved relative to base year,tgt_abs_progress_perc,53.840063341251 %,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_progress_dict.{::0}.tgt_abs_progress_perc,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,PROGRESS,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=PROGRESS,,MAKITA CORPORATION
,"TARGET: [Absolute] 2020-2030: Scope 1, Scope 2 market-based",,,,,,,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,VALIDATION,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=VALIDATION,,MAKITA CORPORATION
Validation 1,Validation 1,,,,,,row-details-tgt_abs_valid_dict.{::0},group,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,VALIDATION,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=VALIDATION,,MAKITA CORPORATION
Validation 1,Rationale if validation of absolute GHG emissions reduction target not disclosed (1),rationale_tgt_abs_valid_non_disclose,Seeking validation in the future,CDP Climate Change 2023,2023-07-25,,row-details-tgt_abs_valid_dict.{::0}.rationale_tgt_abs_valid_non_disclose,item,19382,https://nzdpu.com/companies/19382?historicalTab=OVERVIEW,EMISSIONS REDUCTION TARGETS,VALIDATION,https://nzdpu.com/companies/19382?dataProvider=CDP&disclosureTab=ASSURANCE_VERIFICATION&tab=reduction-targets&historicalTab=OVERVIEW&disclosureSource=CDP+Climate+Change+2023&id=ABS_2020_2030_S1S2MB_23&disclosureReductionTargetsTab=VALIDATION,,MAKITA CORPORATION
,Scope 1 Emissions,,,,,,,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Total Scope 1 Emissions,Total Scope 1 Emissions,,,,,,row-details-scope_1_total_emissions_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Total Scope 1 Emissions,Total Scope 1 GHG emissions in tCO₂e,total_s1_emissions_ghg,1000124 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-total_s1_emissions_ghg,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methodology,Methodology,,,,,,row-details-scope_1_methodology_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methodology,Methodology used to calculate Scope 1 GHG emissions,s1_emissions_method,"IEA CO2 Emissions from Fuel Combustion, Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition)",CDP Climate Change 2023,2023-07-27,,row-details-s1_emissions_method,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Exclusions,Exclusions,,,,,,row-details-scope_1_exclusions_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Exclusions,Scope 1 GHG emissions sources excluded from inventory,disclose_s1_emissions_exclusion,No,CDP Climate Change 2023,2023-07-27,,row-details-disclose_s1_emissions_exclusion,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Exclusion 1,Exclusion 1,,,,,,row-details-s1_emissions_exclusion_dict.{::0},group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_1_change_type_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Change in emissions calculation or reporting boundary,Change in Scope 1 GHG emissions calculation or reporting boundary,disclose_s1_emissions_change_type,Yes,CDP Climate Change 2023,2023-07-27,,row-details-disclose_s1_emissions_change_type,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Change in emissions calculation or reporting boundary,Type of change in Scope 1 GHG emissions calculation or reporting boundary,s1_emissions_change_type,Divestment,CDP Climate Change 2023,2023-07-27,,row-details-s1_emissions_change_type,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Change in emissions calculation or reporting boundary,Description of change in Scope 1 GHG emissions calculation or reporting boundary,s1_emissions_change_desc,"Gross global emissions attributed to Divestment for Scope 1 and 2 combined has decreased by 332.0 (metric tons CO2e). The % change in emissions attributed to Divestment is 0.03%. Additional comment from company: 332 tCO2e were reduced by divestment and our total S1 and S2 emissions in the previous year was 1,239,046 tCO2e, therefore we arrived at -0.03% through (-332/ 1,239,046)* 100= -0.03%.",CDP Climate Change 2023,2023-07-27,,row-details-s1_emissions_change_desc,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
GHG Breakdown,GHG Breakdown,,,,,,,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Rationale if not disclosed,Rationale if not disclosed,,,,,,row-details-scope_1_ghg_rationale_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Carbon Dioxide (CO2),Carbon Dioxide (CO2),,,,,,row-details-scope_1_ghg_co2_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Carbon Dioxide (CO2),Scope 1 CO₂ emissions in tCO₂e,s1_co2_emissions,881650 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-s1_co2_emissions,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential source,s1_co2_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-27,,row-details-s1_co2_emissions_gwp_source,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential time horizon,s1_co2_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-27,,row-details-s1_co2_emissions_gwp_time_horizon,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methane (CH4),Methane (CH4),,,,,,row-details-scope_1_ghg_ch4_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methane (CH4),Scope 1 CH₄ emissions in tCO₂e,s1_ch4_emissions,75149 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-s1_ch4_emissions,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methane (CH4),Scope 1 CH₄ emissions global warming potential source,s1_ch4_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-27,,row-details-s1_ch4_emissions_gwp_source,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Methane (CH4),Scope 1 CH₄ emissions global warming potential time horizon,s1_ch4_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-27,,row-details-s1_ch4_emissions_gwp_time_horizon,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Nitrous Oxide (N2O),Nitrous Oxide (N2O),,,,,,row-details-scope_1_ghg_n2o_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Nitrous Oxide (N2O),Scope 1 N₂O emissions in tCO₂e,s1_n2o_emissions,42612 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-s1_n2o_emissions,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Nitrous Oxide (N2O),Scope 1 N₂O emissions global warming potential source,s1_n2o_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-27,,row-details-s1_n2o_emissions_gwp_source,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Nitrous Oxide (N2O),Scope 1 N₂O emissions global warming potential time horizon,s1_n2o_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-27,,row-details-s1_n2o_emissions_gwp_time_horizon,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Hydrofluorocarbons (HFCs),Hydrofluorocarbons (HFCs),,,,,,row-details-scope_1_ghg_hfcs_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions in tCO₂e,s1_hfcs_emissions,712 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-s1_hfcs_emissions,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions global warming potential source,s1_hfcs_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-27,,row-details-s1_hfcs_emissions_gwp_source,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Hydrofluorocarbons (HFCs),Scope 1 HFCs emissions global warming potential time horizon,s1_hfcs_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-27,,row-details-s1_hfcs_emissions_gwp_time_horizon,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Perfluorocarbons (PFCs),Perfluorocarbons (PFCs),,,,,,row-details-scope_1_ghg_pfcs_breakdown_group,group,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Perfluorocarbons (PFCs),Scope 1 PFCs emissions in tCO₂e,s1_pfcs_emissions,0 tCO₂e,CDP Climate Change 2023,2023-07-27,,row-details-s1_pfcs_emissions,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Perfluorocarbons (PFCs),Scope 1 PFCs emissions global warming potential source,s1_pfcs_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-27,,row-details-s1_pfcs_emissions_gwp_source,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
Perfluorocarbons (PFCs),Scope 1 PFCs emissions global warming potential time horizon,s1_pfcs_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-27,,row-details-s1_pfcs_emissions_gwp_time_horizon,item,23042,https://nzdpu.com/companies/23042?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/23042?dataProvider=CDP,,Marubeni Corporation
