group,field_name,data_key,value,source,last_updated,restatement,row_id,row_type,company_id,company_url,top_tab,subtab,page_url,error,company_name
,Scope 1 Emissions,,,,,,,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Total Scope 1 Emissions,Total Scope 1 Emissions,,,,,,row-details-scope_1_total_emissions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Total Scope 1 Emissions,Total Scope 1 GHG emissions in tCO₂e,total_s1_emissions_ghg,880.144 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s1_emissions_ghg,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Methodology,Methodology,,,,,,row-details-scope_1_methodology_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Methodology,Methodology used to calculate Scope 1 GHG emissions,s1_emissions_method,"Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition)",CDP Climate Change 2023,2023-07-26,,row-details-s1_emissions_method,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Exclusions,Exclusions,,,,,,row-details-scope_1_exclusions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Exclusions,Scope 1 GHG emissions sources excluded from inventory,disclose_s1_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s1_emissions_exclusion,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Exclusion 1,Exclusion 1,,,,,,row-details-s1_emissions_exclusion_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_1_change_type_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in Scope 1 GHG emissions calculation or reporting boundary,disclose_s1_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s1_emissions_change_type,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
GHG Breakdown,GHG Breakdown,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Rationale if not disclosed,Rationale if not disclosed,,,,,,row-details-scope_1_ghg_rationale_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Carbon Dioxide (CO2),Carbon Dioxide (CO2),,,,,,row-details-scope_1_ghg_co2_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions in tCO₂e,s1_co2_emissions,880.144 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential source,s1_co2_emissions_gwp_source,IPCC Fourth Assessment Report (AR4),CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions_gwp_source,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Carbon Dioxide (CO2),Scope 1 CO₂ emissions global warming potential time horizon,s1_co2_emissions_gwp_time_horizon,100-year,CDP Climate Change 2023,2023-07-26,,row-details-s1_co2_emissions_gwp_time_horizon,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Methane (CH4),Methane (CH4),,,,,,row-details-scope_1_ghg_ch4_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Nitrous Oxide (N2O),Nitrous Oxide (N2O),,,,,,row-details-scope_1_ghg_n2o_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Hydrofluorocarbons (HFCs),Hydrofluorocarbons (HFCs),,,,,,row-details-scope_1_ghg_hfcs_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Perfluorocarbons (PFCs),Perfluorocarbons (PFCs),,,,,,row-details-scope_1_ghg_pfcs_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Sulphur Hexafluoride (SF6),Sulphur Hexafluoride (SF6),,,,,,row-details-scope_1_ghg_sf6_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Nitrogen Trifluoride (NF3),Nitrogen Trifluoride (NF3),,,,,,row-details-scope_1_ghg_nf3_breakdown_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
Other greenhouse gas 1,Other greenhouse gas 1,,,,,,row-details-s1_other_ghg_emissions_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 1 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP,,"Adastria Co., Ltd."
,Scope 2 Location-Based Emissions,,,,,,,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Total Scope 2 Location-Based Emissions,Total Scope 2 Location-Based Emissions,,,,,,row-details-scope_2_lb_total_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Total Scope 2 Location-Based Emissions,Total Scope 2 location-based GHG emissions in tCO₂e,total_s2_lb_emissions_ghg,42388.905 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s2_lb_emissions_ghg,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Methodology,Methodology,,,,,,row-details-scope_2_lb_methodology_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Methodology,Methodology used to calculate Scope 2 location-based GHG emissions,s2_lb_emissions_method,"Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition), The Greenhouse Gas Protocol: Scope 2 Guidance",CDP Climate Change 2023,2023-07-26,,row-details-s2_lb_emissions_method,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusions,Exclusions,,,,,,row-details-scope_2_lb_exclusions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusions,Scope 2 location-based GHG emissions sources excluded from inventory,disclose_s2_lb_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_lb_emissions_exclusion,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusion 1,Exclusion 1,,,,,,row-details-s2_lb_emissions_exclusion_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_2_lb_changes_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in Scope 2 location-based GHG emissions calculation or reporting boundary,disclose_s2_lb_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_lb_emissions_change_type,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Scope 2 Market-Based Emissions,Scope 2 Market-Based Emissions,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Total Scope 2 Market-Based Emissions,Total Scope 2 Market-Based Emissions,,,,,,row-details-scope_2_mb_total_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Total Scope 2 Market-Based Emissions,Total Scope 2 market-based GHG emissions in tCO₂e,total_s2_mb_emissions_ghg,41534.728 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s2_mb_emissions_ghg,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Methodology,Methodology,,,,,,row-details-scope_2_mb_methodology_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Methodology,Methodology used to calculate Scope 2 market-based GHG emissions,s2_mb_emissions_method,"Japan Ministry of the Environment, Law Concerning the Promotion of the Measures to Cope with Global Warming, Superseded by Revision of the Act on Promotion of Global Warming Countermeasures (2005 Amendment), The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (Revised Edition), The Greenhouse Gas Protocol: Scope 2 Guidance",CDP Climate Change 2023,2023-07-26,,row-details-s2_mb_emissions_method,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusions,Exclusions,,,,,,row-details-scope_2_mb_exclusions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusions,Scope 2 market-based GHG emissions sources excluded from inventory,disclose_s2_mb_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_mb_emissions_exclusion,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Exclusion 1,Exclusion 1,,,,,,row-details-s2_mb_emissions_exclusion_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_2_mb_changes_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in Scope 2 market-based GHG emissions calculation or reporting boundary,disclose_s2_mb_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s2_mb_emissions_change_type,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 2 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE2,,"Adastria Co., Ltd."
,Breakdown,,,,,,,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
,Scope 3 GHG emissions breakdown source,disclose_s3_emissions_bd_source,GHG Protocol,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_emissions_bd_source,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Total Scope 3 Emissions,Total Scope 3 Emissions,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Total Scope 3 Emissions,Total Scope 3 GHG emissions in tCO₂e,total_s3_emissions_ghg,538704.846 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s3_emissions_ghg,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 1 (Purchased goods and services),Category 1 (Purchased goods and services),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Relevancy and rationale if not disclosed,Relevancy and rationale if not disclosed,,,,,,row-details-scope_3_ghgp_c1_relevancy_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Relevancy and rationale if not disclosed,Relevancy of Scope 3 Category 1 (Purchased goods and services) GHG emissions,s3_ghgp_c1_emissions_relevancy,Relevant,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_relevancy,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Emissions,Emissions,,,,,,row-details-scope_3_ghgp_c1_emissions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Emissions,Total Scope 3 Category 1 (Purchased goods and services) GHG emissions in tCO₂e,total_s3_ghgp_c1_emissions_ghg,455226.746 tCO₂e,CDP Climate Change 2023,2023-07-26,,row-details-total_s3_ghgp_c1_emissions_ghg,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Methodology,Methodology,,,,,,row-details-scope_3_ghgp_c1_methodology_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Methodology 1,Methodology 1,,,,,,row-details-s3_ghgp_c1_emissions_method_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Methodology 1,Methodology type used to calculate Scope 3 Category 1 (Purchased goods and services) GHG emissions (1),s3_ghgp_c1_emissions_method_type,Spend-based method,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_method_dict.{::0}.s3_ghgp_c1_emissions_method_type,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Methodology 1,Description of methodology used to calculate Scope 3 Category 1 (Purchased goods and services) GHG emissions (1),s3_ghgp_c1_emissions_method_desc,購入した商品およびサービスのSCOPE3算出は、全事業を対象に算定している。原材料調達金額や重量に産業連関表原単位、IDEA排出係数及びサプライチェーンを通じた組織の温室効果ガス排出等の算定のための排出原単位データベースの原単位を乗じて計算している。,CDP Climate Change 2023,2023-07-26,,row-details-s3_ghgp_c1_emissions_method_dict.{::0}.s3_ghgp_c1_emissions_method_desc,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Exclusions,Exclusions,,,,,,row-details-scope_3_ghgp_c1_exclusions_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Exclusions,Scope 3 Category 1 (Purchased goods and services) GHG emissions sources excluded from inventory,disclose_s3_ghgp_c1_emissions_exclusion,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_ghgp_c1_emissions_exclusion,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Exclusion 1,Exclusion 1,,,,,,row-details-s3_ghgp_c1_emissions_exclusion_dict.{::0},group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in emissions calculation or reporting boundary,,,,,,row-details-scope_3_ghgp_c1_changes_group,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Change in emissions calculation or reporting boundary,Change in Scope 3 Category 1 (Purchased goods and services) GHG emissions calculation or reporting boundary,disclose_s3_ghgp_c1_emissions_change_type,No,CDP Climate Change 2023,2023-07-26,,row-details-disclose_s3_ghgp_c1_emissions_change_type,item,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 2 (Capital goods),Category 2 (Capital goods),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 3 (Fuel- and energy-related activities not included in Scope 1 or Scope 2),Category 3 (Fuel- and energy-related activities not included in Scope 1 or Scope 2),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 4 (Upstream transportation and distribution),Category 4 (Upstream transportation and distribution),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 5 (Waste generated in operations),Category 5 (Waste generated in operations),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 6 (Business travel),Category 6 (Business travel),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 7 (Employee commuting),Category 7 (Employee commuting),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 8 (Upstream leased assets),Category 8 (Upstream leased assets),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 9 (Downstream transportation and distribution),Category 9 (Downstream transportation and distribution),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 10 (Processing of sold products),Category 10 (Processing of sold products),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 11 (Use of sold products),Category 11 (Use of sold products),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 12 (End-of-life treatment of sold products),Category 12 (End-of-life treatment of sold products),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 13 (Downstream leased assets),Category 13 (Downstream leased assets),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 14 (Franchises),Category 14 (Franchises),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Category 15 (Investments),Category 15 (Investments),,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Other Scope 3 Emissions,Other Scope 3 Emissions,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Indirect GHG emissions from transportation,Indirect GHG emissions from transportation,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
Indirect GHG emissions from products used by organization,Indirect GHG emissions from products used by organization,,,,,,,group,19415,https://nzdpu.com/companies/19415?historicalTab=OVERVIEW,EMISSIONS,SCOPE 3 EMISSIONS,https://nzdpu.com/companies/19415?dataProvider=CDP&disclosureTab=SCOPE3,,"Adastria Co., Ltd."
